File Name,Set,QN1,QN2,QN3,QN4
image01.jpg,ER Pretest Set 4,False,False,False,False
image02.jpg,ER Pretest Set 3,False,False,True,False
image03.jpg,ER Pretest Set 4,False,False,False,False
image04.jpg,ER Pretest Set 2,False,True,False,False
image05.jpg,ER Pretest Set 1,True,False,True,True
